S.No,Course ID,Discipline,Course Name,SME Name,Institute,Duration,Start date,End date,Exam date,Link,Prerequiste,About
197,noc24-ce23,Civil Engineering,Mechanical Characterization of Bituminous Materials,Prof. M. R. Nivitha (MRN) Prof. Neethu Roy(NR) Prof. A. Padmarekha(APR) Prof. J. Murali Krishnan(JMK),"PSG Tech., Coimbatore MBCET, Trivandrum SRM IST, Kattankulathur IIT Madras",12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc24_ce23/preview,Nil,"Bituminous materials exhibit a complex mechanical response, and an understanding of the same is paramount in pavement engineering. This course will include introductory elementary linear viscoelasticity, and use that framework to introduce different grading system for bitumen. Use of polymers to enhance the rhelogical properties will be discussed along with the various test methods to quantify such improvement. Mechanical characterization of bituminous mixtures for modulus determination for design purposes as well as quantification for laboratory performance in rutting and fatigue damage will be discussed. "
198,noc24-ce24,Civil Engineering,Microwave Remote Sensing in Hydrology,Prof. J. Indu,IITB,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc22_ce23/preview,Nil,"This course shall explain the fundamentals of microwave remote sensing in passive and active domain with application in  civil engineering (hydrology, meteorology). An emphasis is made to teach microwave image processing through open  source programming languages like python. Further objective of this course is to make a student capable to interpreting and  deciphering the microwave data for complex scientific and policy problems in the water arena, all of which require high  quality training."
199,noc24-ce25,Civil Engineering,Plastic Waste Management,Prof. Brajesh Kumar Dubey,IITKGP,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc20_ce13/preview,"Basic Environmental Science, Basic Differential Equations, Basic Chemistry","This course will focus on:1. Introduction of Plastic pollution as a global problem today.2. What is Plastic Waste? The Magnitude of the problem on global scale and in Indian context. Plastic in Ocean and impact on sea life and economy.3. What is the nature and complexity of this problem and what could be the best way to manage the plastic waste and how to mitigate the risk from plastic waste.4. Plastic Waste Management Rules 2016, Recent Plastic Bans and the use of Extended Producer Responsibilities (EPR) concepts in managing Plastic waste in India.5. Best Practices of Managing Plastic Waste from around the World including use of Plastic waste in road (experience from Indian context and other countries)6. Way forward – how to manage this waste stream applying state of the art technologies"
200,noc24-ce26,Civil Engineering,Remote Sensing Essentials,Prof. Arun K. Saraf,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc20_ce29/preview,"Remote Sensing / Geoinformatics companies, e.g NIIT, ESRI India, Leica Geoinformatics, MapmyIndia etc","The proposed course provides basic understanding about satellite based Remote Sensing and Digital Image Processing technologies. Presently, remote sensing datasets available from various earth orbiting satellites are being used extensively in various domains including in civil engineering, water resources, earth sciences, transportation engineering, navigation etc. Google Earth has further made access to high spatial resolution remote sensing data available to non-experts with great ease. Knowledge of Digital Image Processing of satellite data allows to process raw satellite images for various applications."
201,noc24-ce27,Civil Engineering,Retrofitting and Rehabilitation of Civil Infrastructure,Prof. Swati Maitra Prof. Sriman Bhattacharya,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ce20/preview,Nil,"The major objective of this course is to give an in-depth understanding of the various methods of repair, retrofitting and rehabilitation techniques for masonry and concrete structures. The causes and types of deterioration, the evaluation of the existing condition of infrastructure, the materials for repair and retrofitting, the maintenance and strengthening techniques is covered in detail in this course. Seismic retrofitting and design of retrofitted structural components using recent techniques and materials have been included in the course. The course covers the challenging issues for efficient retrofitting and rehabilitation in order to extend the durability of existing structure in a sustainable manner."
202,noc24-ce28,Civil Engineering,Rock Engineering,Prof. Priti Maheshwari,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ce28/preview,"Soil Mechanics-1, Soil Mechanics-2","This course is the basic course in the area of Rock Mechanics. This will provide the knowledge of overall behavior of rocks and rock masses. This course will enable the students to acquire basics of analysis and design of tunnels, caverns, slopes, and foundations on rocks."
203,noc24-ce29,Civil Engineering,Soil Dynamics,Prof. Paramita Bhattacharya,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc23_ce41/preview,"Geotechnical Engineering-I/Soil Mechanics, Geotechnical Engineering -II/Foundation Engineering at UG level","The course is designed for the UG students interested in advanced level of Geotechnical Engineering, PG students and research scholars of Geotechnical Engineering and other relevant specialization of Civil Engineering. The practicing engineers in the field of Civil and Geotechnical Engineering may also be benefited from this course. The objective of the course is to understand the fundamentals of vibrations, response of soils and foundations under dynamic loadings and design criterion of foundations subjected machine vibration and earthquake loading. For this purpose, theory of vibrations, response of single and multiple degree of freedom undamped and undamped systems under free and forced vibrations, dynamic properties of soils say, dynamic shear modulus, elastic modulus, damping ratio etc., liquefaction potential and design of machine foundations will be discussed."
204,noc24-ce30,Civil Engineering,Soil Structure Interaction,Prof. Kousik Deb,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc20_ce22/preview,Soil Mechanics and Foundation Engineering,"The course will focus on the different soil-structure interaction models for shallow foundation under various loading conditions and subgrade characteristics. Piles under uplift and lateral loading conditions will also be discussed. In the undergraduate core course on Foundation Engineering, these topics are either not covered or discussed in simplified form. Beams and plates on elastic foundation problems & different foundation models and their solution with the help of Finite Difference Method (FDM) will be discussed. The application of foundation models in real life problems will also be discussed. This course is useful for both UG and PG student. The course is also suitable for students who are preparing for competitive examination. Field Engineers can be benefited from this course as the design of foundations under critical conditions considering soi-structure interaction (those are not generally covered in UG core foundation engineering course) will be discussed here."
205,noc24-ce33,Civil Engineering,Structural Vibration,Prof. Arunasis Chakarborty,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_ce33/preview,Nil,"The course introduces the basic concept of dynamic equilibrium, Degrees of freedom, and equation of motion at the beginning. Then the learners are introduced to the free vibration of the SDOF system with Viscous and Coulomb damping followed by forced vibration of the SDOF system. Then the half-power bandwidth technique, energy dissipation due to damping, and equivalent / rate-independent damping are introduced. It is followed by different methods of the numerical response evaluation, the response spectrum, and the preparation of the elastic design spectrum with the examples solved using MATLAB. Then the MDOF system is introduced with eigen solution based decoupling for modal superposition, time history analysis, and response spectrum analysis for the multistoried buildings are explained with examples in MATLAB. The free and forced vibration of a continuous system are also covered. At last, the dynamic analysis of a building using Finite Element software is demonstrated."
206,noc24-ce35,Civil Engineering,Traffic Engineering,Prof. Bhargab Maitra,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc24_ce35/preview,Any B.E/BTech in Civil Engineering/ Transportation Engineering/ Construction Engineering or equivalent at U.G level.,"Traffic Congestion has become a serious ‘urban illness’ in the modern era of urbanization especially in emerging countries such as India. This results in an increase in travel time, rise in traffic accidents, rise in fuel depletion, excessive exhaust emissions, etc. which can retard the growth of any city and its sustainable development. This NPTEL course will help in capacity building amongst master students, policy makers, practitioners, etc. to understand traffic engineer’s role in all relevant dimensions, and develop strategies, programs and projects accordingly. The course will consist of following nine modules: Module-A: Traffic Components and Characteristics; Module-B: Traffic Stream Parameters and their Relationships; Module-C: Shockwave and Queuing; Module-D: Capacity and LOS; Module-E: Traffic Control at Intersections; Module-F: Car Following Models and Traffic Simulation; Module-G: Traffic Control and Management; Module-H: Parking Management / Traffic Safety; Module-I: Traffic Safety."
207,noc24-ce36,Civil Engineering,Unsaturated Soil Mechanics,Prof. Tadikonda Venkata Bharat,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc23_ce48/preview,Knowledge of basic “soil mechanics”,"The knowledge of soil behavior is very important in the Geotechnical engineering practice. The soil behavior in saturated state is widely taught in the undergraduate and graduate programs, all over. The existence of air-phase in natural soils prompts the soil to behave differently from the saturated soils. The present course would provide the fundamental principles, mechanisms, and behavior of partly saturated soils."
208,noc24-ce37,Civil Engineering,Urban Transportation Systems Planning,Prof. Bhargab Maitra,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc21_ce35/preview,Nil,"Urban transportation is an important issue in developing countries such as India. Transportation impacts various aspects such as mobility, health of residents, economic and energy aspects in an Urban area. This course covers the challenging need for effective and efficient planning of urban transport addressing the growing travel demand in a sustainable and affordable way. This NPTEL course will help in capacity building amongst master students, policy makers, practitioners, etc. for urban transport planning and decision making, to understand urban transport in all relevant dimensions, and develop urban transport plans, programs and projects."
209,noc24-ce38,Civil Engineering,Vibration of Continuous Systems,Prof. Sudip Talukdar,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc23_ce21/preview,Nil,"All structures or mechanical systems are in fact, continuous having their physical parameters, external forces and their response are distributed in space. The dynamic behavior of the structures or machine components, can only be truly reflected in the continuous systems. The slenderness of the structures necessitates the adoption of continuous modelling. The exact solutions that can be obtained from continuous models provide true physical behavior in addition to yielding various bench mark results for testing the efficacy of many numerical methods used in discrete approaches. Keeping this in mind, the present course has been framed to teach the students about the formulation and solution of vibration problems of the continuous systems by exact method as well as by numerical techniques with application of MATLAB tool box. The course is designed for 12 modules in which each module will consist of 3 or 4 lecture hours."
210,noc24-ce40,Civil Engineering,Water Supply Engineering,Prof. Manoj Kumar Tiwari,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc20_ce23/preview,Nil,"Water supply schemes are a basic necessity of every town/city. With growing concerns over managing urban water demands along with resource sustainability, concept of efficient and smart urban water supply systems is progressively getting more pertinent. Incorporating sustainable design and operation principles based on innovative water technologies such as cost-effective treatment solutions, automated supervisory controls, leakage detection and control etc. into water supply systems improves water supply from sustainable perspectives. This course aims to discuss the technical aspects of modern systems for drinking water treatment and distribution in an integrated way. The course will cover topics from traditional aspects of demand calculations and source selections to the up-to-date treatment methods, network design tools etc. The course will also provide insight to smart water supply systems including automation, leakage detection. The financial sustainability of water supply systems and sustainable water pricing models will also be covered."
211,noc24-ce42,Civil Engineering,Analysis and Design of Bituminous Pavements,M. R. Nivitha (MRN) Neethu Roy (NR) A. Padmarekha (APR) J. Murali Krishnan (JMK),IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc23_ce49/preview,"This is a self-contained course for students and practitioners alike, and hence, no prerequisite is required. For those who do not have an undergraduate degree in civil engineering, familiarity with the construction of bituminous pavements will be helpful.","More than 90% of the highway system in India are constructed with bituminous materials. This course will introduce the fundamentals of stress analysis procedures for bituminous pavements. Analysis of traffic, material characterization for design and distress, and aspects of reliability related to bituminous pavement design will be discussed thereafter. The students of this course will also get hands-on training on the use of IRC37 and understand the boundaries within which such design guidelines should be used"
212,noc24-ce43,Civil Engineering,Introduction to Lean Construction (Module 1 - Lean Basics),Prof. Koshy Varghese Prof. N Raghavan,IITM,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc22_ce49/preview,Nil,"Lean Construction Management is a radical shift from traditional construction management. It is an adaptation of Lean Manufacturing principles to the construction realm. Lean approach seeks to improve project delivery by minimizing waste and maximizing Value to the customer. This course has been designed to impart the key concepts, tools, and practices to Civil Engineering Senior Level under-graduates, post-graduate students, and Faculty as well as practicing engineers, architects, and managers/ consultants."
213,noc24-ce44,Civil Engineering,Modern Construction Materials,Prof. Ravindra Gettu Prof. Piyush Chaunsali,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc20_ce05/preview,Nil,"The aim of the course is to provide the scientific basis for the understanding and development of construction materials. It serves as a foundation course for post-graduate students interested in careers involving research, teaching and/or construction engineering, as well as marketing, decision making, innovation and specification related to construction materials. It can also be a capstone course for undergraduates finishing their studies in civil engineering and architecture. "
214,noc24-ce46,Civil Engineering,Concrete Technology,Prof. B. Bhattacharjee,IITD,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc23_ce50/preview,Nil,The course on “Concrete Technology” focuses on concrete making materials including supplementary cementitious materials. Concrete production process also forms a part of the discussion. Going through the course one would develop first-hand knowledge on concrete production process and properties and uses of concrete as a modern material of construction. The courses will enable one to make appropriate decision regarding ingredient selection and use of concrete.
215,noc24-ce47,Civil Engineering,"Energy Efficiency, Acoustics and Daylighting in Building",Prof. B. Bhattacharjee,IITD,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc24_ce47/preview,Nil,The objectives of this course is to expose the students to the concepts functional design of building for thermal aspects and energy efficiency; especially in tropical climates i.e. in Indian context. Further objective is to make the student capable of performing fenestration design for natural ventilation and daylighting & design of space for externaland internal noise control.
216,noc24-ce48,Earth Sciences,Remote Sensing and GIS for rural development,Prof. Pennan Chinnasamy,IITB,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc23_ce52/preview,Nil,"India, being an agrarian nation, has a vast majority population living in rural areas. Development of rural areas is a difficult task due to the complex heterogeneity of the rural landscape and social economic and ecological conditions, and observation data is limited due to cost and logistical factors. Geospatial technologies including Remote Sensing and GIS (RS & GIS) have tremendous potential in the development of rural areas due to its ability in handling large amounts of data, conducting spatial analysis over large areas, and decision-making in a comprehensive and timely manner."
217,noc24-ce51,Earth Sciences,Natural Hazards,Prof. Javed N. Malik Prof. Santiswarup Sahoo,IITK,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc20_ce07/preview,Nil,"The course introduces students to natural disasters and their phenomenon, ground deformations, land-level changes, event recurrence intervals, associated environmental and depositional changes, sedimentation patterns, and all the related hazards. Some of the well-known natural disasters are earthquakes, landslides, floods, tsunamis, volcanic eruptions, storms, and cyclones etc. which cause different types of natural hazards in the associated environment and landscape. This course will emphasize their mechanism, origin, and impacts in the associated regions such as mainland, hilly terrain, floodplain/alluvial plain, and coastal regions etc., and also focus on the approaches for mitigating and minimizing hazards along with related hazard assessment. "
218,noc24-ce52,Civil Engineering,Laboratory Practices in Earth Sciences: Landscape Mapping,Prof. Javed N Malik,IITK,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_ce52/preview,Nil,"Laboratory Practices in Earth Sciences: Landscape Mapping is a thorough and practical course that explores remote sensing, fieldwork, and laboratory studies to better understand the surface and subsurface geological and geomorphological structures. The fundamental principles, techniques, and methodologies that have been used to investigate, analyze, and map landscapes across the world will be covered in this course. It is a comprehensive educational experience that incorporates theoretical ideas, real-world applications, and ethical problems. This course offers a strong basis for your career choice, irrespective of whether you want to pursue a career in the Earth Sciences or want to learn more about landform mapping techniques."
219,noc24-ce53,Civil Engineering,Industrial Wastewater Treatment,Prof Alok Sinha Prof S K Gupta,IIT-ISM Dhanbad,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_ce53/preview,Nil,"Industrial wastewater treatment is a very unique course and it deals with the advanced processes for treatment of Industrial Wastewater. These processes are not covered during the conventional wastewater treatment courses. The course encompasses processes like removal of heavy metals, adsorption, ion exchange, membrane process, and advanced oxidation processes. The course covers detailed description on the wastewater treatment of industries like Distillery, Dairy, Tannery, Pulp and Paper, Textile and Dye, Fertilizer, Refinery, Pharmaceutical, Iron & Steel (Coke Ovens) and Mine Wastewater including Acid Mine Drainage (Coal Washeries)."
220,noc24-ce54,Civil Engineering,Advanced Topics in Science and Technology of Concrete,Prof. Manu Santhanam Prof. Ravindra Gettu,IITM,4 Weeks,"Feb 19, 2024","Mar 15, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_ce54/preview,Nil,"This edition of the Advanced Topics course focuses on the use of recycled concrete as aggregate in new concrete construction. The course material was developed as part of the SPARC collaborative project between IIT Madras, University of Cape Town and University of the Witwatersrand in South Africa. The lectures in this course give a full background of the collection, processing and properties of recycled concrete aggregates. The impact of their use in terms of concrete performance and the effect on long term durability is also explored. Finally, a an understanding of the sustainability impact and the policies and practices in India and South Africa is also provided."
221,noc24-ch01,Chemical Engineering,Electrochemical Technology in Pollution Control,Prof. J. R. Mudakavi,IISc,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc20_ch02/preview,10 +2 + 3 years of BE / BSCBasic knowledge of differential calculus and integration,"Electroanalytical techniques have assumed great importance in pollution monitoring of chemical species in the last 20 years. Electrochemical sensors including ion selective electrodes are employed to detect the pollution levels in all public spaces. They also find extensive applications in medical diagnosis, industrial process monitoring, communication industry etc. Fuel cells and battery technology are the energy sources of the future. Industrial wastes generated from electrochemical processes are one of the most hazardous wastes which need to be effectively managed. The course aims to introduce the fundamental principles of electrochemistry for routine and non-routine analysis, electrochemical processes used in the industry, battery and fuel cell technologies and recent advances in hazardous electrochemical waste management including concepts of zero liquid discharge."
222,noc24-ch02,Chemical Engineering,Advanced Thermodynamics and Molecular Simulations,Prof. Prateek Kumar Jha,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ch30/preview,Basic UG course in thermodynamics or statistical mechanics,"This course aims to impart knowledge of advanced thermodynamics concepts and molecular simulation methods. Unlike the standard undergraduate chemical engineering thermodynamics, we will follow a rather physics-based treatment of thermodynamics based on statistical mechanics concepts and molecular theories. The thermodynamics part to be covered in first half of the course would be used in the discussion of molecular simulations to be covered in the second half of the course"
223,noc24-ch03,Chemical Engineering,Applied Time-Series Analysis,Prof. Arun K Tangirala,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc21_ch28/preview,"Basics of probability and statistics; View MOOC videos on ""Intro to Statistical Hypothesis Testing""","The course introduces the concepts and methods of time-series analysis. Specifically, the topics include (i) stationarity and ergodicity (ii) auto-, cross- and partial-correlation functions (iii) linear random processes - definitions (iv) auto-regressive, moving average, ARIMA and seasonal ARIMA models (v) spectral (Fourier) analysis and periodicity detection and (vi) parameter estimation concepts and methods. Practical implementations in R are illustrated at each stage of the course."
224,noc24-ch04,Chemical Engineering,Aspen Plus® Simulation Software - A Basic Course For Beginners,Prof. Prabirkumar Saha,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc21_ch44/preview," People having Chemical Engineering background who have passed the following courses: Mass Transfer, Heat Transfer, Chemical Reaction Engineering, Fluid Mechanics, Chemical Engineering Thermodynamics, and Mechanical Operations.","Aspen Plus is a process modeling tool used for process monitoring, optimization and conceptual design, especially by chemical process industries. This is a simple course on Aspen Plus Simulation engine that will teach one how to model the most common unit operations of a chemical plant. Basic unit operations such as Pump, Reactor, Valve, Heater, Distillation Column etc. will be demonstrated which would be helpful for students, teachers, engineers and researchers in the area of R&D and Plant Design/Operation. The course is didactic, with a lot of applied theory and case studies. At the end of the course one will be able to setup a simulation, run it, get design parameters, optimize and get results. This is highly recommended for those who are willing to take a career in simulation/modeling via software."
225,noc24-ch06,Chemical Engineering,Biological process design for wastewater treatment,Prof. Vimal Chandra Srivastava,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc23_ch17/preview,No prerequisite,"This course is for Engineers and Scientists working towards the control of pollution from municipal and industrial wastewater. Considering the expectation of the Industries for wastewater pollution control in their premises to comply With newer and more stringent laws and acts being enforced in India and globally, wastewater treatment for effluent generated from industries has become highly challenging. This course introduces the principles of biological methods to control wastewater pollution. The course will be presented in a logical manner with several numerical problems and case studies. The topics to be covered include (but not limited to): biological treatment fundamentals, wastewater characterization, bacterial growth kinetics and reactor hydraulics, aeration and sedimentation. aerobic and anaerobic suspended and attached growth biological treatment processes, sludge management, and sustainability in wastewater treatment plant design."
226,noc24-ch07,Chemical Engineering,Biomass Conversion And Biorefinery,Prof. Kaustubha Mohanty,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc22_ch28/preview,No prerequisite,"Since last two decades, researchers worldwide have drawn their attention to biomass based fuels as well as other value added products as biomass is not only renewable but also CO2 neutral. This course will provide an insight to the basics of biomass, various conversion technologies and the different types of products that can be obtained upon successful conversion. In first few lectures types biomass, their structure and composition has been discussed followed by details on various pre-treatment technologies currently adapted to produce cellulose. Later on conversion technologies basics along with reactor design for physical, chemical, thermal and microbial conversion techniques has been covered in detail. The next part of the course deals with various products such as biofuels, platform chemicals, polymers etc. Finally, integrated biorefinery concepts, types of biorefinery along with LCA and TEA has been added. The course will enable students to develop necessary skills to design appropriate biomass based fractionation technique as per the need."
227,noc24-ch08,Chemical Engineering,Chemical Engineering Fluid Dynamics and Heat Transfer,Prof. Rabibrata Mukherjee Prof. Arnab Atta,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc23_ch32/preview,Courses in calculus and in mass and energy balances,"This is an introductory fluid dynamics and heat transfer course that plays significant role in the chemical engineering as well in the biological, petroleum, and environmental engineering curriculum. It covers some important aspects of fluid flow and heat transfer along their commonality in various chemical engineering processes. The content of this course can be broadly classified into two topics: (1) fluid dynamics, and (2) heat transfer. The objective of this course is to learn the fundamental principles of fluid dynamics and heat transfer as well as to combine and apply the consolidated understanding to solve associated chemical engineering problems."
228,noc24-ch10,Chemical Engineering,Chemical Process Utilities,Prof. Shishir Sinha,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc22_ch24/preview," Chemical Engineering Thermodynamics, Chemical Technology, Heat Transfer ","Importance of process utilities in a typical chemical process plant is enormous. Without fundamental knowledge of process utilities it is very difficult to survive in a chemical plant. As chemical process technology becomes more complex, chemical engineers will need a more detailed and fundamental understanding of different utilities. The course focuses on understanding the important technical fundamentals of chemical process utilities. The emphasis on the fundamentals will help the student to understand the concepts and apply them accordingly. This application requires a significant quantity of fundamental knowledge and technology"
229,noc24-ch12,Chemical Engineering,Computational Fluid Dynamics,Prof. Sreenivas Jayanti,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc21_me126/preview,No prerequisite,"CFD or computational fluid dynamics is a branch of continuum mechanics that deals with numerical simulation of fluid flow and heat transfer problems. The exact analytical solutions of various integral, differential or integro-differential equations, obtained from mathematical modeling of any continuum problem, are limited to only simple geometries. Thus for most situations of practical interest, analytical solutions cannot be obtained and a numerical approach should be applied. In the field of mechanics, the approach of obtaining approximate numerical solutions with the help of digital computers is known as Computational Mechanics whereas the same is termed as Computational Fluid Dynamics for thermo-fluidic problems. CFD, thus, deals with obtaining an approximate numerical solution of the governing equations based on the fundamental conservation laws of mass, momentum and energy."
230,noc24-ch14,Chemical Engineering,Computer Aided Applied Single Objective Optimization,Prof. Prakash Kotecha,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc20_ch19/preview,Basic Mathematics,Optimization problems are frequently encountered in almost all disciplines of science and engineering. This course will familiarize the audience with both mathematical and computational intelligence algorithms to solve combinatorial optimization problems. The course is designed so as to enable the participants to quickly use state-of-the-art tools to solve optimization problems. A unique feature of this course will be discussion of a realistic case study to thoroughly understand various aspects of optimization.
231,noc24-ch15,Chemical Engineering,Environmental Quality Monitoring & Analysis,Prof. Ravi Krishna R,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ch33/preview,Basic Mathematics; Physics; Chemistry; Environmental Engineering; Chemical Engineering.,"The course is directed at measuring, modeling and assessing the parameters of environmental quality for the purpose of environmental risk assessment. The course introduces readers to the concept of environmental fate and transport and the methods to apply them in environmental risk assessment. The course also discusses the monitoring methods in the context of environmental fate and transport."
232,noc24-ch18,Chemical Engineering,Membrane Technology,Prof. Kaustubha Mohanty,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc22_ch14/preview,No prerequisite,"This course will provide an insight to the membrane based separations that is an integral part of the down-stream processing of various industries. The course begins with introducing the development of membranes and discussing the basics which is followed by detail discussion on membrane materials and their properties. This course then deals with various methods of membrane preparations and their characterization. How separations (transport mechanism) takes places using membranes has been covered extensively. Further, principles of various membrane processes such as reverse osmosis, microfiltration, ultrafiltration, dialysis, liquid membrane, pervaporation etc. has been covered along with their applications in different industries. The course will enable students to develop necessary skills to design appropriate membrane based separation technique as per the need."
233,noc24-ch20,Chemical Engineering,Multiphase Flows,Prof. Rajesh Kumar Upadhyay,IIT(BHU) Varanasi,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc21_ch30/preview,No prerequisite,"Multiphase flow reactors are critically important many industries like, chemical, petroleum, petrochemicals, food, pharmaceuticals etc. The performances of these reactors largely depend on the interactions of different phases involved. In this course basic of Multiphase flow along with different flow regime map and pressure drop, and volume fraction calculation will be covered. Further, the interaction between different phases at different scales will be discussed. Modelling methods used for multiphase flow reactors will be covered. Finally, different type of multiphase flow reactors will be introduced and their functioning, advantage and disadvantages and challenges along with future direction of research will be discussed."
234,noc24-ch21,Chemical Engineering,Multiphase Microfluidics,Prof. Raghvendra Gupta,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc23_ch37/preview,A basic course in Fluid Mechanics,"With the advancement in manufacturing technology in past few decades, the trend towards miniaturization has accelerated in several industries. In chemical process industries, the viability of compact heat exchangers, microreactors for process intensification is being explored because of small diffusion lengths, high interfacial area density and relatively safe operation. Most of these equipments involve multiphase flows and their design requires a fundamental understanding of heat, mass and momentum transport in multiphase flow in microchannels. This course is aimed at introducing the students with the fundamental principles as well as recent developments in the area of multiphase flow at the small scale."
235,noc24-ch22,Chemical Engineering,Physical And Electrochemical Characterizations In Chemical Engineering,Prof. Tamal Banerjee,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc22_ch23/preview,Elementary Chemistry,"Information on the various properties of materials are the key to unlock and analyze their suitability for various futuristic applications. The course Physical and Electrochemical Characterizations in Chemical Engineering aims to address these aspects fundamentally and practically in the field of Chemical Engineering and allied disciplines. The study span during the course includes the fundamental principles of various instrumentation techniques, which include spectroscopy, surface and electrochemical characterizations, and mechanical stability. Upon successful completion of the course, students are expected to be conversant with various characterization techniques including characterization of bio/nanostructures and nano/bio/smart materials. They are expected to become competent in carrying out analysis on the structural, thermal, chemical and mechanical properties of materials. "
