S.No,Course ID,Discipline,Course Name,SME Name,Institute,Duration,Start date,End date,Exam date,Course URL,Substring 1,Substring 2
471,noc24-me46,Mechanical Engineering,Machining Science,Prof. Sounak Kumar Choudhury,IITK,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_me46/preview,"Introduction : Machining; Plastic Deformation, Tensile Test, Stress and Strain; Mechanism of Plastic Deformation: Slips, defects, plastic deformation on atomic scale.
Machining Process : Types of machining processes; Chip formation; Orthogonal and Oblique Cutting; Types of Chips; Built-up edge formation.
Tool Geometry : Reference planes; Tool specification: American System (ASA), continental or Orthogonal System (ORS), International or Normal Rake system (NRS); Tool angle relationships in ORS, ASA and NRS; Selection of Tool Angles; Multiple-point cutting tools: twist drill, helical milling cutter.
Mechanics of Metal Cutting : Merchant's Circle Diagram; Co-efficient of Friction: Determination of stress, strain and strain rate; Measurement of shear angle; Thin Zone model: Lee and Shaffer's Relationship; Thick Zone model: Okushima and Hitomi Analysis
Friction in Metal Cutting : Nature of sliding friction; Friction in Metal Cutting: Sticking and Sliding Zones, Analysis of Stress Distribution on the tool face: Zorev’s model; Determination of mean angle of friction.
Mechanism of Oblique cutting : Rake angles in oblique cutting: Analytical determination of Normal Rake angle, velocity rake angle and effective rake angle; their relationship; shear angles in oblique cutting; velocity relationship; Force relationships in oblique cutting.
Practical Machining Operations : Turning, shaping and planning, Slab milling, Drilling: Machining Parameters, force magnitudes, power consumption, material removal rate, time per pass.
Measurement of cutting Forces : Basic methods of measurement: Axially Loaded members, Cantilever Beam, Rings and Octagon, dynamometer requirements; machine tool dynamometers.
Tool Material, Tool Wear and Tool Life : Types of tool wear; Mechanisms of wear: Abrasion, Adhesion and Diffusion. Progressive tool wear: flank and crater wear. Tool Life: variables affecting tool life - cutting conditions, tool geometry, Types of tool materials, fabrication of cutting inserts, coatings, work material and cutting fluid; Machinability and their criteria.
Abrasive Machining Processes: Processes and analyses
Economics of Machining: determination of optimal cutting conditions for minimum cost, maximum production rate and maximum profit rate
Thermal Aspects of Machining: analytical determination of temperature in the shear zone and the chip-tool contact area
Surface finish: comparison and analytical determination of surface finish in turning, milling and grinding",Basic Manufacturing Engineering Courses
472,noc24-me47,Mechanical Engineering,Manufacturing Automation,Prof. Sounak Kumar Choudhury,IITK,4 weeks,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me47/preview,"The course will basically deal with the following topics:

1.	Introduction: Definition; Types of automation; Reasons for automating; Automation strategies.
2.	Detroit type automation : Automated flow lines: types and their selection; Methods of workpart transport; Transfer mechanisms; Controlling of automated flow lines.
3.	Analysis of automated flow lines: System aspects of designing and running the line; Average production time and production rate; Line efficiency; Analysis of transfer lines without storage – upper bound and lower bound approach; Partial automation.
4.	Automated assembly systems:  Historical developments of the assembly process; Choice of assembly methods; Design for automated assembly; Transfer systems; Vibratory bowl feeders – its analysis; Non-vibratory feeders and their analysis; Analysis and design of part orienting devices, feed tracks and part placing mechanisms.
5.	Orientation of parts in automatic assembly: In-Bowl and Out-of-Bowl Toolings; Typical Orienting Systems: Wiper Blade, Pressure Break, slot in the track; Analysis of Part Orienting Systems; Examples of Out-of-Bowl Toolings; Feed Tracks: Analysis of Horizontal Delivery Feed Track; “ON-OFF” Sensors; Reliability of Feeding.",Basic Engineering Courses
473,noc24-me48,Mechanical Engineering,Manufacturing Process Technology I & II,Prof.Shantanu Bhattacharya,IITK,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc24_me48/preview,"This is an introductory level course in Manufacturing Systems Technology and management. For most enterprises, the long term goal is to stay in business, grow and make profits. This is particularly true for manufacturing enterprises, which must understand the dynamic changes that are taking place in business environment and are flexible enough to change at every level. This course is an introductory course for engineering professionals who would like to take up careers in manufacturing and also for professionals who are already in manufacturing careers and would like to see the technological changes that manufacturing paradigm has witnessed in the last 3 decades.",NILL
474,noc24-me49,Mechanical Engineering,Mechanics Of Fiber Reinforced Polymer Composite Structures,Prof. Debabrata Chakraborty,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me49/preview,"This is introductory course on Mechanics of Fiber Reinforced Composite Structures. One course is basically aimed at introducing the students of mechanical/civil engineering streams to the basics of design and analysis of structural components made of FRP composites. The contents of the course is so designed that it requires the first course on Strength of Materials/ Solid Mechanics as a prerequisite which is anyway a core course for mechanical/civil undergraduates. It introduces the students first to the basic mechanics (stress strain and load deformation relations) of fiber composites, possible failure modes and corresponding failure theories proposed. Next, the course introduces the design and analysis using those concepts along with the design of some components made of such materials. At the end a few topics of slightly advanced nature (for UG students) are kept for brief introduction only.",  No specific pre-requisite. Fundamental knowledge of Strength of Materials / Solid Mechanics.
475,noc24-me50,Mechanical Engineering,Mechanics Of Machining,Prof. Uday S. Dixit,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_me50/preview,"Machining is a metal removal process, which can be accomplished by applying force on raw material by means of a cutting tool. This course aims at explaining the physics of the cutting process. The course will contain discussion of statics, kinematics and kinetics of the cutting process. Experimental findings relevant to mechanics of the process will also be discussed. The course will also include introductory discussion on non-traditional machining processes.",Strength/Mechanics of Material and Materials Science at UG level
476,noc24-me51,Mechanical Engineering,Mechanics of Sheet Metal Forming,Prof. R Ganesh Narayanan,IITG,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc24_me51/preview,"Sheet metal forming processes are useful in manufacturing components in automotive, aerospace, defense and stamping industries. The components are used in automobiles, household items, space equipment, defense equipment, and several others. There is a need to understand the mechanics part of the sheet forming processes such as deep drawing, stretch forming, bending, hydroforming, along with basic plasticity. This course will provide such details through theoretical analyses and numerical problems, along with basic concepts in metal forming. The first part of the course deals with several concepts in metal forming and plasticity, and the second part includes theoretical analyses of few sheet forming and tube forming operations. The course will be useful to design engineers, stamping engineers, manufacturing students and scholars, and academia. Through this course, participants will be able to apply basic concepts for modeling any manufacturing processes involving plastic deformation.",UG courses on Solid Mechanics
477,noc24-me52,Mechanical Engineering,Nature and Properties of Materials,Prof. Bishakh Bhattacharya,IITK,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me52/preview,"This course introduces to the basics of metals and metallic alloys, polymers, composites and smart materials which have extensively broadened the scope of engineering design in the fields of Civil, Mechanical, Aerospace and other structural applications. 

After learning this course, students will be well-versed with the underlying principle governing the material properties and should be able to select proper material for their application.","Basic Physics and Mathematics Courses at the First Year Level, added with thirst for learning."
478,noc24-me53,Mechanical Engineering,Noise Management & Control,Prof. Nachiketa Tiwari,IITK,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me53/preview,"This course is intended for all those who want to understand noise, its control, and its management. Thus, the course is open to students of engineering and science, and also to all those who from the industry and research organizations – who are working in area of sound, NVH and acoustics. Each lecture will be followed by a quiz, which will help student the concepts better, and gain deeper insights to measurement process. The course is fairly generic so that there is no need for a particular background. Rather, what is needed is openness, and ability to learn and check out new ideas with comfort.",Must be enrolled into a B. Tech. program or equivalent and should have completed at least second year of his 4-year program
479,noc24-me54,Mechanical Engineering,Nonlinear Vibration,Prof. S. K. Dwivedy,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me54/preview,"Most of the vibrating structure are nonlinear in nature. But for simplification of the analysis they have been considered to be linear. Hence, to actually know the response of the system one should study the nonlinear behavior of the system. Here one may encounter multiple equilibrium points or solutions which may be stable or unstable. The response may be periodic, quasiperiodic or chaotic. The present course is a simulation based course where one can visualize the response of different mechanical systems for different resonance conditions. Out of 9 modules, first 8 modules are on developing the equations of motion, solution procedure of these equations and application of them to general single and multi-degree of freedom systems. The last modules which will be covered in 3 weeks taking 3 different applications of current interest are project based and it will give a very good practical exposure. The course will be very useful for undergraduate, post graduate and PhD students in Academic institutions and also practicing engineers in Industry.",NILL
480,noc24-me55,Mechanical Engineering,Oil Hydraulics and Pneumatics,Prof. Somashekhar S,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc24_me55/preview,"Fluid Power is the technology that deals with the generation, control, and transmission of power, using pressurized fluids. Both liquids and gases are considered fluids. Fluid power is the muscle of the industry used to push, pull, regulate, or drive virtually all the machines of modern industry. For example, fluid power steers and brakes automobiles, launches spacecraft, harvests crops, mines coal, drives machine tools, controls airplanes, processes food, drills teeth, and even transport and delivers drugs to the infected areas in the human body efficiently and effectively. In fact, it is almost impossible to find a manufactured product that hasn’t been fluid powered in some way at some stages of its production or distribution. Currently, a revolutionary change has taken place in the field of fluid power technology due to the integration of electronics as a control medium for fluid power components and systems. Due to the increased sophistication of fluid power and allied fields of engineering, the fluid power-driven machines are now able to generate more power and higher accuracy in speed, force, and position control. Hence this course is essential in engineering and technology to cope in modern industry to tackle a variety of problems and search for better solutions in power transmission and control.",NILL
481,noc24-me56,Mechanical Engineering,Optimization from fundamentals,Prof. Ankur A. Kulkarni,IITB,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me56/preview,"This course will cover the topic of Optimization from its fundamentals. It will start with an overview of real analysis and convexity. With this base it will cover linear programming, convex optimization and nonlinear programming, complementarity problems and algorithms for the same. We will end with dynamic optimization.",NILL
482,noc24-me58,Mechanical Engineering,Product Design and Manufacturing,Prof. J.Ramkumar Prof. Amandeep Singh,IITK,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc24_me58/preview,"Innovation, better management, throughput improvements, and expansion of new technologies have led Product Design and Manufacturing as a compelling field for the students. Managing the product development process, right from idea generation to final product manufacturing has to be systematic and effective to meet the customer needs, while incorporating the time-to-market constraint as well. This course presents an overview of the product design and development process, along with the manufacturing systems aspects. The concepts Design for Manufacturing, Assembly, and Environment, and analytical tools for development, costing and manufacturing would help the students and practitioners learn to conceptualize, design, and manufacture competitively-priced quality products. Reverse Engineering, Prototyping and Simulation using soft tools are also incorporated make the students learn the advanced methods in manufacturing.",The student should have completed two semesters of UG Engineering or Science program.
483,noc24-me59,Mechanical Engineering,Product Engineering and Design Thinking,Prof. Pranab K Dan Prof. Prabir Sarkar,IITKGP,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me59/preview,"The approach in Product Engineering begins with the conceptualization and design of the product that determines the course of Innovation and Development and, hence, emphasis is placed here and will be covered through the topics such as, Product Design Specification and Planning; Integrating the Fuzzy Front End of complex product development; Concept Generation, evaluation, selection and testing methods; Embodiment design, product architecture, configuration design, and ecodesigning; Design for Manufacturing and prototyping engineering; Product Innovation in Design Thinking Paradigm with affordability engineering complying quality, robustness and reliability with illustrations; Design challenge themes in complex product development, such as mechatronic devices; Design Thinking steps, tools and methodologies; Design Entrepreneurship and user experience study methods in Industrial Design.The above content will provide comprehensive input to engineering students anchored on mechanical technology that will build the competence of new age professionals to handle the challenges of solution development as needed for the emerging economy and society, alongside as adapted in blue-chip industries and reflecting the same in the curricula of world-class Universities",After 1st year of UG Technology/Engineering (B.Tech/B.E./B.Des.)
484,noc24-me60,Mechanical Engineering,Theory Of Composite Shells,Prof. Poonam Kumari,IITG,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me60/preview,"ABOUT THE COURSE : Like beams and plates, shells are the functional element of structural engineering.At research level, a large group of researches work in the field of bending, free vibration, buckling and post buckling analysis of shells made of composites, sandwiches and advance material. In this course,basic concept of doubly curved surfaces will be developed and governing equation will be developed.This will help the participants to develop the shell equations as per their requirement.Bending,free vibration and buckling of shell will be explained.Atutorial using ABAQUS will also be conducted.",": Advanced Solid Mechanics INDUSTRIES  SUPPORT : NAL,ISRO,ANSYS,ABAQUS"
485,noc24-me61,Mechanical Engineering,Theory of Rectangular Plates-Part1,Prof. Poonam Kumari,IITG,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc24_me61/preview,"Beams, plates and shells are fundamental structural elements in the field of mechanical engineering, civil structures, automobile and aerospace engineering. Therefore analysis of these basic structural elements are required for design and development. This course presents systematic development of plate governing equations using the variational calculus. Basic analytical solutions techniques are discussed for bending, free vibration and buckling cases. Further this approach can be applied to develop governing equation and solutions for functionally graded plate, piezoelectric plates (current research topics).",Advanced Solid Mechanics or Theory of Elasticity.
486,noc24-me62,Mechanical Engineering,Thermal Engineering: Basic and Applied,Prof. Pranab K. Mondal,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me62/preview,"This course focuses on different aspects of applied thermodynamics, which include fundamental analysis of steam power cycle starting from thermodynamics to its application in different practical processes, analysis of the Internal combustion engines, Gas turbine cycle, and the Refrigeration cycle. Thus, this course would provide an understanding on several aspects of thermal engineering from the basics to applied parts and would unveil several physical issues concerning with the fundamental analysis and operational principle.","Basic UG-level Thermodynamics, Heat Transfer and Basic Fluid Mechanics"
487,noc24-me63,Mechanical Engineering,Thermodynamics,Prof. S.R. Kale,IITD,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc24_me63/preview,"This course is on basic engineering thermodynamics. The first part, on single component systems, topics are basic concepts and definitions, conservation of mass, 1st and 2nd laws of thermodynamics for closed and open systems, thermodynamic properties of a pure substance and practical applications. The second part covers physical behaviour of a mixture of ideal gases, psychrometry, thermodynamics of reacting systems, combustion, phase and chemical equilibrium, and applications.Lecture notes will be provided and supplemented with assignments that emphasize systematic problem solving.","12 th standard science (PCM or PCB), and basic knowledge of differential calculus."
488,noc24-me64,Mechanical Engineering,Turbulent Combustion: Theory and Modelling,Prof. Ashok De,IITK,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me64/preview,"Combustion is still the world's dominant energy conversion technology. The fundamental knowledge of combustion is expected to improve the design of the industrial combustion systems by enhancing the flame stability, improving the combustion efficiency, and reduction in pollutant formation. In this course, an integrated understanding of theoretical, and numerical aspects of combustion especially in the field of unsteady turbulent combustion would be covered. The discussion would continue on basic techniques and recent progress in the fields of turbulent combustion while establishing important connections with the underlying combustion basics.","Fluid Mechanics, Thermodynamics, Basic Combustion, Basic turbulence"
489,noc24-me65,Mechanical Engineering,Two-Phase Flow With Phase Change In Conventional And Miniature Channels,Prof. Manmohan Pandey,IITG,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc19_me54/preview,"Gas-liquid flows occur in various industrial applications, such as power generation, refrigeration, oil & gas production, and thermal management of future electronic devices. In this course, one-dimensional models of two-phase flow with and without phase change will be introduced. Methods of pressure drop prediction for adiabatic gas-liquid flow as well as flow boiling will be discussed. Special methods for pressure drop modeling of two-phase flow in miniature channels will also be introduced.","Undergraduate level background (first course) in fluid mechanics, thermodynamics and heat transfer."
490,noc24-me66,Mechanical Engineering,Viscous Fluid Flow,Prof. Amaresh Dalal,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me66/preview,"ABOUT THE COURSE : Viscous fluid flow covers the fundamentals of fluid mechanics from an advanced point of view. This course focusses largely on viscous flows in the incompressible regime. This course will cover the derivation of Navier-Stokes equations, exact solutions for simplified configurations, creeping flows , Stokes’s first and second problems, laminar boundary layers, wall-bounded and free-shear boundaries and hydrodynamic stability with an introduction to turbulence. The course will give the audience physical insights through the use of mathematical tools for solving real-flow problems. The course will help students, faculty members, and researchers in the field to get in-depth understanding of concepts in viscous fluid flow. ABOUT THE COURSE : Viscous fluid flow covers the fundamentals of fluid mechanics from an advanced point of view. This course focusses largely on viscous flows in the incompressible regime. This course will cover the derivation of Navier-Stokes equations, exact solutions for simplified configurations, creeping flows , Stokes’s first and second problems, laminar boundary layers, wall-bounded and free-shear boundaries and hydrodynamic stability with an introduction to turbulence. The course will give the audience physical insights through the use of mathematical tools for solving real-flow problems. The course will help students, faculty members, and researchers in the field to get in-depth understanding of concepts in viscous fluid flow.",": No specific pre-requisite. Fundamental knowledge of Fluid Mechanics should be sufficient. INDUSTRIES  SUPPORT : BHEL, NTPC, Eaton"
491,noc24-me67,Mechanical Engineering,Wheeled Mobile Robots,Prof. Asokan Thondiyath Prof. Santhakumar Mohan,IITM IIT Palakkad,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",,,
492,noc24-me68,Mechanical Engineering,Cryogenic Hydrogen Technology,Prof. Indranil Ghosh,IITKGP,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc24_me68/preview,"By and large, the implementation of a hydrogen fuel-based economy can not be done without the help of cryogenics. The footprints of cryogenics are seen in the large-scale production of this fuel, bulk transportation of it from one point to another, and some of the applications based on liquid hydrogen. One must be aware of the unique temperature-dependent properties of hydrogen for its design and simulation at the system and component levels. This course provides a consolidated overview of cryogenic hydrogen production, storage, transportation, and its end use. The safety aspects of handling cryo-hydrogen and the necessary precautions will also be discussed.",Basic thermodynamics
493,noc24-me69,Mechanical Engineering,Industrial Hydraulics and Automation,Prof. Niranjan Kumar Prof. Ajit Kumar,IIT-ISM Dhanbad,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me69/preview,"The course is designed as a fundamental undergraduate/postgraduate course to support motivated students willing to achieve excellence in their scientific and engineering research pursuits in the area of hydraulics. The course will also be beneficial to the researchers and industry personnel working in the relevant field. Each module comprises theoretical lectures that lay the foundation, component/system demonstrations, design aspects, and home assignments to enhance the penetration of the core syllabus and would finally end with an end-of-course exam. In addition to formal lectures, the course would include lab demonstrations to explain further the concepts taught through the theories. This will help students to have enough exposure to pursue the subject further as professionals in the industry or as students of higher education in top universities in India or abroad. The course focuses on making students industry-ready, enabling them to design and develop low-cost automation circuits for industrial applications and develop innovative design solutions to cater to the demands of any modern industry where skilled manpower is required to innovate and maintain the existing setups. The broad objectives of the course are summarized as:
• To design fluid power circuits with standard symbols.
• To demonstrate working principles and constructional details of major components used in Fluid Power Systems.
• To understand and analyze system components and drives.
• To develop the dynamic model of the hydraulic systems and their control.
• To design and develop low-cost automation circuits for industrial problems.
• To understand the various faults in hydraulic machinery and their troubleshooting.",UG Level: Mathematics and Fluid Mechanics
494,noc24-me70,Mechanical Engineering,Ideal fluid flows using complex analysis,Prof. Amit Gupta,IITD,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc23_me35/preview,"The course is meant to impart competence in modelling engineering problems using principles of ideal or potential fluid flows, obtaining analytical solutions and deducing engineering design parameters. The course will focus on the use of complex analysis and highlight it as a classical and a much easier approach to obtain solutions using flow superposition.",Basic course on fluid mechanics
495,noc24-me71,Mechanical Engineering,Design of Mechanical Transmission Systems,Prof. Ramkumar,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_me71/preview,"The design of mechanical transmission systems deals with the design of mechanical components involved in transmitting power among systems. The beginning of this course deals with the design of machine tool gearboxes, followed by the design of automobile gearboxes by considering the significance of weight constraint, ray and kinematic diagrams construction, gear material selection, lubricant selection, and design of the gearbox casing. Further, discussed the design of different types of Brakes, dynamic and thermal analysis of two-axle vehicle including selection of friction materials based on vehicle dimensions. Similarly, clutch system by considering the different types, thermal analysis, and selection of friction lining material. Further, design of belt drives is explained. Thus, this course plays a vital role in the safe design of Mechanical Transmission Systems.",Strength of Materials and Design of Machine Elements
496,noc24-me74,Mechanical Engineering,Introduction to Solidification Processing,Prof. Swarup Bag,IITG,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc24_me74/preview,"This course is primarily designed by targeting the students who are interested in fundamental understanding of solidification in broad area of materials and manufacturing processes. The aim of this course is to understand the thermodynamic principles and heat transfer mechanism associated with casting and welding processes. This course emphasizes on to the linking of kinetics and development of microstructure during solidification processing. The syllabus is oriented to cover from basic understanding to practical applications of this technology. Students will be able to develop fundamental understanding on the metallurgical aspect of casting and welding processes through the lectures and will be reinforced through assignments. The modules cover almost all the aspects of solidification processing, and it is blended with fundamental development to the recent technologies such as rapid solidification and solidification in additive manufacturing. This course is presented in a lucid and simplified way to make it enjoyable for the beginners.",There are no pre-requisites in educational qualification.
497,noc24-me75,Mechanical Engineering,Data-Enabled Tribological Engineering: From Experiments to Predictive Models,Prof. (HAG) Harish Hirani,IITD,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me75/preview,"Engineering systems encounter numerous challenges related to energy losses, surface degradation, and increased maintenance costs caused by friction and wear. Traditionally, addressing these challenges has been both time-consuming and expensive, and conventional solutions often struggle to fully comprehend the intricate complexities of surface interactions. However, recent advancements in data-enabled engineering have revolutionized the field of tribology, empowering engineers with predictive models driven by data analysis. Data-enabled engineering approaches harness cutting-edge sensor technologies, data acquisition methods, and computational power to access vast amounts of tribological data, encompassing experimental measurements, simulations, and historical records. By tapping into this wealth of data, engineers can gain profound insights into tribological phenomena and devise more efficient and effective solutions. The integration of experimental measurements with data-driven techniques paves the way for the creation of highly accurate and reliable predictive models. These models not only optimize tribological designs but also facilitate the prediction of system behavior, empowering engineers to make well-informed decisions. Thanks to their ability to capture intricate interactions, dependencies, and trends, predictive models offer numerous advantages, including design optimization, reduced experimental costs, and enhanced system performance and reliability. In essence, data-enabled engineering methodologies are set to transform tribology by providing a new frontier of predictive models that deliver significant insights and solutions for enhancing the efficiency, dependability, and longevity of mechanical systems across various industrial applications.","Basic courses on instrumentation, material science, physics,chemistry, and mathematics."
498,noc24-me76,Mechanical Engineering,Nonlinear Control Design,Prof. Srikant Sukumar,IITB,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc24_me76/preview,"Nonlinear systems are ubiquitous and therefore their study and control design are prevalent in the control engineering community. This course will focus on, by now, classical methods for control design of nonlinear systems. We introduce the Lyapunov theorems in brief to enable us to analyze the stability of the closed-loop systems involved. Design methods such as Backstepping, Passivity based design and feedback linearization will be looked at in detail. The course will be interspersed with examples from aero-mechanical systems such as ground/aerial robots, spacecraft attitude dynamics and so on. We will end with some advanced design methods for state constrained control and adaptive control. This course will be of interest to junior/senior researchers in advanced tech like drones, autonomous cars, Launch vehicle control, aerospace control, smart grid systems, battery electric vehicles and so on.",Linear Systems – background in state space dynamical systems
